column_name,item_label,mapping
social_131_4,Others Muslims prefer that I assimilate to other Muslim cultures and downplay my own racial/ethnic/cultural background.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_131_5,Other Muslims treat me like  a second-class citizen because of my race/ethnicity/culture.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_131_6,"When I interact with Muslim authority figures, they are usually of a different cultural background.","{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_1,Other Muslims assume that I am not Muslim enough because of my race/ethnicity.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_2,Other Muslims often ask me if I’m Muslim.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_3,Others judge my behaviors more negatively because of my culture.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_4,Others Muslims prefer that I assimilate to other Muslim cultures and downplay my own racial/ethnic/cultural background.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_5,Other Muslims treat me like  a second-class citizen because of my race/ethnicity/culture.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_137_6,"When I interact with Muslim authority figures, they are usually of a different cultural background.","{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
individual_1_1,I’ve been feeling useful.,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_2,I’ve been feeling relaxed.,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_3,I’ve been dealing with problems well.,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_4,I’ve been thinking clearly.,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_5,I've been feeling close to other people.,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_6,I’ve been able to make up my own mind about things,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_1_7,I’ve been feeling good about myself,"{ 1: ""None of the time"", 2: ""Rarely"", 3: ""Some of the time"", 4: ""Often"", 5: ""All of the time"" }"
individual_8_1,"1. Feeling nervous, anxious or on edge","{ 0: ""Not at all"", 1: ""Several days"", 2: ""More than half the days"", 3: ""Nearly every day"" }"
individual_8_2,2. Not being able to stop or control worrying,"{ 0: ""Not at all"", 1: ""Several days"", 2: ""More than half the days"", 3: ""Nearly every day"" }"
individual_8_3,3. Little interest or pleasure in doing things,"{ 0: ""Not at all"", 1: ""Several days"", 2: ""More than half the days"", 3: ""Nearly every day"" }"
individual_8_4,"4. Feeling down, depressed, or hopeless","{ 0: ""Not at all"", 1: ""Several days"", 2: ""More than half the days"", 3: ""Nearly every day"" }"
individual_12_1,I think about God’s love for me.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_2,I accept that God is in control.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_3,I trust God to make things work out all right,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_4,I recall how God has helped me in the past.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_5,I focus on thanking God for my blessings.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_6,I ask God to help me to fix the problem.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_7,I think about all God’s blessings to take my mind off the problem.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_12_8,I think of this problem as a challenging test from God to help me grow.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_1,I talk to someone in my religious group to feel better.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_2,I ask someone to pray with me to help me feel better.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_3,I ask other people in my religious group for help to change things.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_4,I ask friends to pray for my problems to be fixed.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_5,"I talk to a leader from my religious group (e.g., Imam, Shaykh, Youth Director, etc.) to feel better.","{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_6,"In order to keep from thinking about the problem, I do fun activities with my religious friends.","{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_13_7,I journal or write down my feelings to God.,"{ 1: ""Not At All"", 2: ""2"", 3: ""3"", 4: ""A Lot"" }"
individual_27,"How often have you felt like your family didn’t have enough money (struggling to pay bills, have enough food, constantly moving, etc.)?","{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very often"" }"
individual_28_1,Your parents divorced or separated?,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_2,A parent or guardian whom you lived with died?,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_3,A parent or guardian whom you lived with served time in jail or prison?,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_4,"Adults (including parents) in your home slap, hit, kick, punch, or beat each other up?","{ 2: ""Yes"", 1: ""No"" }"
individual_28_5,"Lived with anyone who was mentally ill or suicidal, or severely depressed for more than a couple of weeks?","{ 2: ""Yes"", 1: ""No"" }"
individual_28_6,Lived with anyone who had a problem with alcohol or drugs?,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_7,Were you ever the victim of violence or witness any violence in your neighborhood?,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_8,Parent/guardian lost a job or couldn't find work,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_9,You were very overweight,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_10,You were diagnosed with a physical or mental disability,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_11,Experienced homelessness,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_12,Repeated a grade in school,"{ 2: ""Yes"", 1: ""No"" }"
individual_28_13,Felt less masculine or feminine than other boys or girls your age that persisted for a few years,"{ 2: ""Yes"", 1: ""No"" }"
individual_29_did_not_pray_regularly,did not pray regularly,"{0: ""Not Selected"", 1: ""Selected""}"
individual_29_watched_inappropriate_content,"watched inappropriate images or movies on a t.v., computer, or phone","{0: ""Not Selected"", 1: ""Selected""}"
individual_29_dated_or_had_relations,dated/had sexual relations with someone they weren’t married to,"{0: ""Not Selected"", 1: ""Selected""}"
individual_29_smoked,"smoked cigarettes, vaped, or smoked hookah","{0: ""Not Selected"", 1: ""Selected""}"
individual_29_did_not_believe_in_islam,did not believe in Islam,"{0: ""Not Selected"", 1: ""Selected""}"
individual_46,"How much time do you spend online on an average/typical day for leisure, such as watching shows, video games, or on social media? Do not include time spent for school or for work.","{ 1: ""I don't have/use social media"", 2: ""Less than one hour per day"", 3: ""1 hour per day"", 4: ""2 hours per day"", 5: ""3 hours per day"", 6: ""4 hours per day"", 7: ""5 hours per day"", 8: ""More than 5 hours per day"" }"
individual_47_1,"Religious educational content? (Islamic classes, discussion groups, reading/watching Islamic content)","{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_47_2,Content by Muslims criticizing other Muslims,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_47_3,Content by non-Muslims criticizing Muslims,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_47_4,Content that’s against religion/God in general,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_47_5,"Support for Lesbian, Gay, Bisexual, Queer, and/or Transgender persons (LGBTQ)","{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_47_6,Extreme gender ideologies (extreme feminism or toxic masculinity),"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_53_1,Using social media makes me feel good about myself.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Neither Agree Nor Disagree"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
individual_53_2,Using social media makes me feel connected to my religion.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Neither Agree Nor Disagree"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
individual_55_1,People have said mean or rude things about me because I am Muslim,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_55_2,People have threatened me online with violence because I am Muslim,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_55_3,People have shown me an anti-Muslim image online.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_55_4,I have witnessed people saying mean or rude things about other Muslims online.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
individual_55_5,"When I try to search something online, I have come across anti-Muslim content.","{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Always"" }"
Q5,What is your gender?,"{ 2: ""Female"", 1: ""Male"" }"
Q6,What is your ethnic/racial background? - Selected Choice,"{ 1: 'Black / African American', 2: 'African', 3: 'Arab/Middle Eastern', 4: 'European (Turkish, Eastern Europe, etc.)', 5: 'Hispanic/Latino', 6: 'South-Asian', 7: 'Other - please specify', 8: 'Asian Other (Central Asia, Southeast Asia, East Asia, etc.)', 9: 'White' }"
Q7,What generation are you?,"{ 1: ""1st Generation (Born outside the US)"", 2: ""2nd Generation (Born in US, parents born outside the US)"", 3: ""3rd Generation (Born in US, grandparents born outside the US)"", 4: ""4th Generation or higher (All born in the US)"" }"
Q9,What is your religious denomination?,"{ 1: ""Sunni"", 2: ""Sh'ia"", 3: ""Others""}"
Q10,"What kind of schooling, if any, are you currently receiving?","{ 6: ""I am not currently in school"", 1: ""Public, charter, or magnet school"", 2: ""Islamic School"", 3:""Homeschooled"", 4:""Non-Islamic private school"", 5:""Community college / college / university"", 7: ""Seminary / Hifz program"", 8:""Other""}"
Q109,How religious do you think your mother/female caregiver is? (This is based on how you perceive her to be),"{1: ""Not religious at all"", 2: ""A little bit religious"", 3: ""Somewhat religious"", 4: ""Quite religious"", 5: ""Very religious""}"
Q128_1,"In a given week, I participate in educational activities with other Muslim children outside my family","{1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree""}"
Q128_2,My education includes classes on Islam,"{1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree""}"
Q128_3,My teachers (parents/others) are knowledgeable about Islam,"{1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree""}"
